name,price,url,category,metric
Brown Iron Pipe Scrap,₹35/ kg,https://www.indiamart.com/proddetail/iron-pipe-scrap-25318546233.html,pipe-scrap,kg
Iron Pipe Scrap,₹37/ kg,https://www.indiamart.com/ms-bhagwasia-enterprises/,pipe-scrap,kg
Black Regular Grinded HDPE Pipe Grade Scrap,₹72/ kg,https://www.indiamart.com/proddetail/hdpe-pipe-grade-scrap-2850598232133.html,pipe-scrap,kg
First Grinded LDPE Block Pipe Grinding,₹66/ kg,https://www.indiamart.com/proddetail/ldpe-block-pipe-grinding-24764208612.html,pipe-scrap,kg
Multicolor HDPE Pipe Scrap,₹80/ kg,https://www.indiamart.com/proddetail/hdpe-pipe-scrap-27437545333.html,pipe-scrap,kg
Pfa pipe and scrap,₹20/ kg,https://www.indiamart.com/g-n-plastic-bengaluru/,pipe-scrap,kg
Iron Pipes Scrap,"₹90,000/ tonne",https://www.indiamart.com/proddetail/iron-pipes-scrap-22894415530.html,pipe-scrap,tonne
Multicolor Second Grinded HDPE Pipe Scrap,₹22/ kg,https://www.indiamart.com/proddetail/hdpe-pipe-scrap-27307811912.html,pipe-scrap,kg
Round Ss 316 Pipe Scrap,₹270/ kg,https://www.indiamart.com/proddetail/ss-316-pipe-scrap-26259775788.html,pipe-scrap,kg
Black First Grinded HDPE Pipe Scrap,₹85/ kg,https://www.indiamart.com/proddetail/hdpe-pipe-scrap-16591945773.html,pipe-scrap,kg
Second Kg Pipe Scrap,₹70/ kg,https://www.indiamart.com/sah-enterprises-bengaluru/,pipe-scrap,kg
Regular Grinded Hd Black Pipe Scrap,₹50/ kg,https://www.indiamart.com/proddetail/hd-black-pipe-scrap-2851084960673.html,pipe-scrap,kg
PVC Ld Lldp Flat Hose Pipe Scrap,₹178/ kg,https://www.indiamart.com/proddetail/ld-lldp-flat-hose-pipe-scrap-2849553596212.html,pipe-scrap,kg
Garden pipe scraps,₹18/ kg,https://www.indiamart.com/senthilnathan-enterprise/,pipe-scrap,kg
Ms Pipe Scrap,₹23.5/ kg,https://www.indiamart.com/sstraders-88993644/,pipe-scrap,kg
99% Iron Pipe Scrap,₹55/ kg,https://www.indiamart.com/proddetail/99-iron-pipe-scrap-2852130902248.html,pipe-scrap,kg
Ss Job And Pipe Scraps,₹110/ kg,https://www.indiamart.com/con-chennai/,pipe-scrap,kg
Ms Steel Pipe Scrap,₹31/ kg,https://www.indiamart.com/sangeetha-communications/,pipe-scrap,kg
Rolled White PVC Pipe Scrap,₹40/ kg,https://www.indiamart.com/proddetail/white-pvc-pipe-scrap-2851287104433.html,pipe-scrap,kg
PVC Water Pipes Scrap,₹23/ kg,https://www.indiamart.com/harsha-polymers/,pipe-scrap,kg
Pipe Scrap,"₹21,000/ tonne",https://www.indiamart.com/messrs-ashalata-mohapatra/,pipe-scrap,tonne
Gyser Pipe scrap,₹110/ kg,https://www.indiamart.com/proddetail/gyser-pipe-scrap-26197093462.html,pipe-scrap,kg
White Plumbing Pvc Pipe Scrap,₹42/ kg,https://www.indiamart.com/proddetail/plumbing-pvc-pipe-scrap-22181345891.html,pipe-scrap,kg
Crushed White PP Pipe Scrap,₹45/ kg,https://www.indiamart.com/proddetail/white-pp-pipe-scrap-27509695055.html,pipe-scrap,kg
Multicolor Plastic Pipe Grinding Scrap,₹95/ kg,https://www.indiamart.com/proddetail/plastic-pipe-grinding-scrap-2850382321188.html,pipe-scrap,kg
Natural Pipe Paani Pipe Scrap,₹62/ kg,https://www.indiamart.com/parienterprises-new-delhi/,pipe-scrap,kg
Lead Pipe Scrap,₹150/ kg,https://www.indiamart.com/proddetail/lead-pipe-scrap-12410567997.html,pipe-scrap,kg
Lumps Grey PVC Pipe Scrap,₹58/ kg,https://www.indiamart.com/proddetail/grey-pvc-pipe-scrap-25367040473.html,pipe-scrap,kg
PVC White Hard Pipe Scrap,₹65/ kg,https://www.indiamart.com/proddetail/white-hard-pipe-scrap-24254563062.html,pipe-scrap,kg
304 Stainless Steel Scrap Pipe Scrap,₹180/ kg,https://www.indiamart.com/proddetail/304-stainless-steel-scrap-pipe-scrap-25561467388.html,pipe-scrap,kg
304 SS Pipe Scrap,₹180/ kg,https://www.indiamart.com/proddetail/304-ss-pipe-scrap-24772424533.html,pipe-scrap,kg
Drill Pipe ( Churi Socket ) Scrap,₹80/ kg,https://www.indiamart.com/universalmetalsalloys/,pipe-scrap,kg
Crushed PP Milky White Pipe Scrap,₹50/ kg,https://www.indiamart.com/proddetail/pp-milky-white-pipe-scrap-2850230480091.html,pipe-scrap,kg
Grey Brass Pipe Scrap,₹483/ kg,https://www.indiamart.com/proddetail/brass-pipe-scrap-2850661353948.html,pipe-scrap,kg
Scrap Pipe Loha,₹52/ tonne,https://www.indiamart.com/babu-lohar-tala-center/,pipe-scrap,tonne
Pipe Scrap,₹55/ kg,https://www.indiamart.com/south-india-metal-corporation/,pipe-scrap,kg
Black PVC Hose Pipe Scrap,₹14/ kg,https://www.indiamart.com/proddetail/hose-pipe-scrap-23933487048.html,pipe-scrap,kg
"Mild Steel MS Pipe Scrap, For Casting and Foundry Industry, Packaging Type: Loose",₹25/ kg,https://www.indiamart.com/proddetail/ms-pipe-scrap-22767785288.html,pipe-scrap,kg
Pipe scrap,₹65/ kg,https://www.indiamart.com/gupta-plastic-industry/,pipe-scrap,kg
Rijjit pipe scrap,₹60/ kg,https://www.indiamart.com/manavta-scrap-enterprise/,pipe-scrap,kg
Grinded Rigid PVC Scrap,₹38/ kg,https://www.indiamart.com/proddetail/grinded-rigid-pvc-scrap-15321495062.html,pipe-scrap,kg
Cast Iron Pipe Scrap,₹110/ kg,https://www.indiamart.com/proddetail/cast-iron-pipe-scrap-2851599789497.html,pipe-scrap,kg
Plastic Pipe Scrap,₹75/ kg,https://www.indiamart.com/proddetail/plastic-pipe-scrap-26748206991.html,pipe-scrap,kg
Grey Iron Pipe Scrap,₹39/ kg,https://www.indiamart.com/proddetail/iron-pipe-scrap-2850335451897.html,pipe-scrap,kg
HD Blow Plastic Scrap,₹46/ kg,https://www.indiamart.com/proddetail/hd-blow-plastic-scrap-17853948455.html,pipe-scrap,kg
MS Pipe Scrap,₹25/ kg,https://www.indiamart.com/yadav-steel-hyderabad/,pipe-scrap,kg
Steel Pipe Scrap,₹25/ kg,https://www.indiamart.com/bharath-entps/,pipe-scrap,kg
Scrap Pipe,"₹2,600/ tonne",https://www.indiamart.com/proddetail/scrap-pipe-7140627512.html,pipe-scrap,tonne
Ductile Iron Pipe Scrap,"₹46,000/ tonne",https://www.indiamart.com/proddetail/ductile-iron-pipe-scrap-22710094988.html,pipe-scrap,tonne
"Black Stainless Steel 316 Pipe Scrap, Packaging Type: Loose",₹2.45 lakh/ tonne,https://www.indiamart.com/proddetail/stainless-steel-316-pipe-scrap-2849737370788.html,pipe-scrap,tonne
6mm Aluminium Pipe Scrap,₹200/ kg,https://www.indiamart.com/proddetail/6mm-aluminium-pipe-scrap-2851674571988.html,pipe-scrap,kg
D i Ductile Iron Pipe Scrap,₹45/ kg,https://www.indiamart.com/proddetail/ductile-iron-pipe-scrap-2849917498888.html,pipe-scrap,kg
"Stainless Steel SS 310 HK40 pipe scrap, Thickness: 30 mm",₹430/ kg,https://www.indiamart.com/proddetail/ss-310-hk40-pipe-scrap-24770500891.html,pipe-scrap,kg
SS Pipe Scrap,₹150/ kg,https://www.indiamart.com/proddetail/ss-pipe-scrap-17788699191.html,pipe-scrap,kg
Ductile Iron Pipe Scrap,"₹37,000/ tonne",https://www.indiamart.com/matara-enterprises/,pipe-scrap,tonne
"Aluminum Pipe Scrap, For Metal Industry","₹24,000/ tonne",https://www.indiamart.com/proddetail/aluminum-pipe-scrap-25403915791.html,pipe-scrap,tonne
yellow and white CPVC Upvc Pipes mix scrap,₹80/ kg,https://www.indiamart.com/proddetail/upvc-pipes-mix-scrap-23508585397.html,pipe-scrap,kg
Black Anguri Pipe,₹61/ kg,https://www.indiamart.com/proddetail/anguri-pipe-25280392191.html,pipe-scrap,kg
"Iron Pani Pipe Scrap, For Metal Industry",₹50/ kg,https://www.indiamart.com/proddetail/pani-pipe-scrap-26767562955.html,pipe-scrap,kg
CPVC Pipe Scrap,₹25/ kg,https://www.indiamart.com/proddetail/cpvc-pipe-scrap-19772476788.html,pipe-scrap,kg
Senetry Pipe Scrap,₹40/ kg,https://www.indiamart.com/indore-carbon/,pipe-scrap,kg
Aluminium Briquettes Scrap,₹92/ kg,https://www.indiamart.com/proddetail/aluminium-briquettes-scrap-17171996497.html,pipe-scrap,kg
Plastic Pipe Scrap,₹24/ kg,https://www.indiamart.com/proddetail/plastic-pipe-scrap-24126397488.html,pipe-scrap,kg
Cast Iron Pipe Scraps,"₹21,500/ tonne",https://www.indiamart.com/proddetail/cast-iron-pipe-scraps-15540822162.html,pipe-scrap,tonne
MS Pipe Scrap,₹19/ kg,https://www.indiamart.com/proddetail/ms-pipe-scrap-14295910348.html,pipe-scrap,kg
Gi Pipe Scrap,₹40/ kg,https://www.indiamart.com/scrap-solutions-jaipur/,pipe-scrap,kg
Cold Washed Ld Kisan Pipe Scrap,₹65/ kg,https://www.indiamart.com/proddetail/ld-kisan-pipe-scrap-2851860977362.html,pipe-scrap,kg
Ductile Iron Pipe Scrap,"₹46,000/ tonne",https://www.indiamart.com/proddetail/ductile-iron-pipe-scrap-2849501560430.html,pipe-scrap,tonne
Brass Pipe Fitting Scrap,₹457/ kg,https://www.indiamart.com/proddetail/brass-pipe-fitting-scrap-2851109822033.html,pipe-scrap,kg
Black HD Pipe Grinded Scrap,₹60/ kg,https://www.indiamart.com/proddetail/black-hd-pipe-grinded-scrap-25915214188.html,pipe-scrap,kg
Iron Pipe Scrap,₹10/ kg,https://www.indiamart.com/vijay-laxmi-tyres/,pipe-scrap,kg
Red Iron Pipe Scrap,₹70/ kg,https://www.indiamart.com/proddetail/iron-pipe-scrap-2850352751748.html,pipe-scrap,kg
8mm Aluminium Pipe Scrap,₹200/ kg,https://www.indiamart.com/proddetail/8mm-aluminium-pipe-scrap-2851674573688.html,pipe-scrap,kg
Grinding Pvc Scrap,₹35/ kg,https://www.indiamart.com/mayank-plastic-kanpur/,pipe-scrap,kg
Dark Grey Regular Grinded Swr Scrap,₹36/ kg,https://www.indiamart.com/proddetail/swr-scrap-22546022730.html,pipe-scrap,kg
Black Di Pipe Scrap,₹30/ kg,https://www.indiamart.com/proddetail/di-pipe-scrap-22998893891.html,pipe-scrap,kg
"Iron Solid Pipe Scrap, For Metal Industry",₹35/ kg,https://www.indiamart.com/proddetail/iron-solid-pipe-scrap-2850335301373.html,pipe-scrap,kg
PVC Pipe Scrap,₹40/ kg,https://www.indiamart.com/proddetail/pvc-pipe-scrap-11574086688.html,pipe-scrap,kg
Waste Aluminium Pipe Scrap,₹1.4 lakh/ tonne,https://www.indiamart.com/proddetail/aluminium-pipe-scrap-23170933730.html,pipe-scrap,tonne
Ms Pipe Scrap,₹40/ kg,https://www.indiamart.com/navyaa-industries/,pipe-scrap,kg
Garden Paip Scarep,₹48/ kg,https://www.indiamart.com/company/117738761/,pipe-scrap,kg
Aluminium Pipe Scrap,₹125/ kg,https://www.indiamart.com/proddetail/aluminium-pipe-scrap-20418174748.html,pipe-scrap,kg
Iron Pipe Scrap,₹500/ kg,https://www.indiamart.com/shriniwas-scrap-marchant/,pipe-scrap,kg
Core pipe scrp,₹18/ kg,https://www.indiamart.com/mahalaxmis-tredar/,pipe-scrap,kg
MS Drilling Pipe Scrap,₹32/ kg,https://www.indiamart.com/proddetail/ms-drilling-pipe-scrap-10541474862.html,pipe-scrap,kg
Steel Pipe Scrap,₹345/ kg,https://www.indiamart.com/agrawal-steels-jaipur/,pipe-scrap,kg
Hdpe Pipe Scrap,₹40/ kg,https://www.indiamart.com/baliraja-irrigation-services/,pipe-scrap,kg
Regular Grinded Blue Pvc Pipe Scrap,₹34/ kg,https://www.indiamart.com/proddetail/blue-pvc-pipe-scrap-22180418333.html,pipe-scrap,kg
Ss 304 Pipe Scrap,₹130/ kg,https://www.indiamart.com/company/83357228/,pipe-scrap,kg
Blue CASING PIPE SCRAP,₹70/ kg,https://www.indiamart.com/proddetail/casing-pipe-scrap-22531849691.html,pipe-scrap,kg
Iron Pipe Scrap,₹35/ kg,https://www.indiamart.com/shaishtha-traders-tandur/,pipe-scrap,kg
Ms Pipe Scrap,₹36/ kg,https://www.indiamart.com/rejaul-scrap-trader/,pipe-scrap,kg
Gi Pipe Scrap,₹26/ kg,,pipe-scrap,kg
"Silver Stainless Steel Pipe Scrap, Thickness: 18mm, Loose",₹260/ kg,https://www.indiamart.com/proddetail/stainless-steel-pipe-scrap-2850140733148.html,pipe-scrap,kg
White Plastic Pipe Scrap,₹66/ kg,https://www.indiamart.com/proddetail/industrial-plastic-pipe-scrap-26191351873.html,pipe-scrap,kg
Stainless Steel 202 Pipe Scrap,₹55/ kg,https://www.indiamart.com/proddetail/stainless-steel-202-pipe-scrap-22796732555.html,pipe-scrap,kg
Brown and Black Mix Multiple DI Pipe Scrap,₹42/ kg,https://www.indiamart.com/proddetail/di-pipe-scrap-22429544055.html,pipe-scrap,kg
Dip Pipe Scrap,"₹37,000/ tonne",https://www.indiamart.com/m-m-tradelink/,pipe-scrap,tonne
Plastic Pipe Scrap,₹70/ kg,https://www.indiamart.com/proddetail/plastic-pipe-scrap-15134766997.html,pipe-scrap,kg
PVC Pipe Scrap,₹50/ kg,https://www.indiamart.com/proddetail/pvc-pipe-scrap-10988635997.html,pipe-scrap,kg
Garden Pipe Scrap,₹25/ kg,https://www.indiamart.com/neo-plastics-surat/,pipe-scrap,kg
"Dark Grey PVC Pipe Scrap, Pack Type: Plastic Bag, Pack Size: 50 Kg",₹42/ kg,https://www.indiamart.com/proddetail/dark-grey-pvc-pipe-scrap-14312458688.html,pipe-scrap,kg
PVC Pipe Scrap Upto 7 Inches,₹55/ kg,https://www.indiamart.com/sri-sakthi-polymers/,pipe-scrap,kg
Copper Pipe Scrap,₹650/ kg,https://www.indiamart.com/proddetail/copper-pipe-scrap-27625157762.html,pipe-scrap,kg
White Plastic Pipe Scrap,₹42/ kg,https://www.indiamart.com/proddetail/plastic-pipe-scrap-17769806930.html,pipe-scrap,kg
Rubber Suction hose pipe scrap,₹3/ kg,https://www.indiamart.com/lal-company-navi-mumbai/,pipe-scrap,kg
202 Stainless Steel Pipe Scrap,₹45/ kg,https://www.indiamart.com/proddetail/202-stainless-steel-pipe-scrap-22126566312.html,pipe-scrap,kg
SS Pipes 316 Scrap,₹138/ tonne,https://www.indiamart.com/proddetail/ss-pipes-316-scrap-16046130412.html,pipe-scrap,tonne
MS Pipe Scraps,₹32/ kg,https://www.indiamart.com/gujratenterprise/,pipe-scrap,kg
Pipe Casting Scrap,₹15/ kg,https://www.indiamart.com/proddetail/pipe-casting-scrap-13486088612.html,pipe-scrap,kg
28 Crc Pipe Scrap,₹28/ kg,https://www.indiamart.com/bkindustries-vadodara/,pipe-scrap,kg
Aluminium section paip,₹280/ kg,https://www.indiamart.com/abindustry/,pipe-scrap,kg
E Waste Scrap,₹10/ kg,https://www.indiamart.com/zaid-scrap-traders/,electronic-scrap,kg
Silver Electronic Scrap,₹102/ kg,https://www.indiamart.com/proddetail/silver-electronic-scrap-20773539862.html,electronic-scrap,kg
Copper Motor Scrap,₹105/ kg,https://www.indiamart.com/proddetail/motor-scrap-21674617791.html,electronic-scrap,kg
"Old Plant Machinery Dismantling Scrap, 200 Kg",₹50 lakh/ tonne,https://www.indiamart.com/proddetail/old-plant-machinery-dismantling-scrap-2849035995688.html,electronic-scrap,tonne
Electronic Item Scrap,₹50/ kg,https://www.indiamart.com/ms-kamal-steel-traders/,electronic-scrap,kg
Electronic Waste,"₹40,000/ tonne",,electronic-scrap,tonne
Green Card Scrap,₹250/ kg,https://www.indiamart.com/proddetail/green-card-scrap-22254688955.html,electronic-scrap,kg
Mixed E Waste Scrap,₹500/ kg,https://www.indiamart.com/proddetail/e-waste-scrap-2850352830048.html,electronic-scrap,kg
"Manganese Computer IT Scrap, 25 Kg",₹200/ kg,https://www.indiamart.com/proddetail/computer-it-scrap-2851941220588.html,electronic-scrap,kg
Silver And Black Electronic Waste Scrap,₹300/ kg,https://www.indiamart.com/proddetail/electronic-waste-scrap-2850631182673.html,electronic-scrap,kg
MS Electronic Panel Scraps,"₹75,000/ tonne",https://www.indiamart.com/proddetail/ms-electronic-panel-scraps-24228323848.html,electronic-scrap,tonne
E Waste Scrap,₹100/ kg,https://www.indiamart.com/sri-manjuthan-swamy-trader/,electronic-scrap,kg
LED Monitor Scrap,₹25/ kg,https://www.indiamart.com/proddetail/led-monitor-scrap-23827178997.html,electronic-scrap,kg
Printer machine scrap,₹20/ kg,https://www.indiamart.com/mahalaxmi-metals-bengaluru/,electronic-scrap,kg
Electronic Scrap,₹560/ kg,https://www.indiamart.com/laxmienterprises-4479975/,electronic-scrap,kg
Washing machine Scrap,₹55/ kg,https://www.indiamart.com/proddetail/washing-machine-scrap-25991363673.html,electronic-scrap,kg
Electronic Machine Scrap,₹100/ kg,https://www.indiamart.com/proddetail/electronic-machine-scrap-23157066997.html,electronic-scrap,kg
Electronic Waste Scrap,₹50/ kg,https://www.indiamart.com/proddetail/electronic-waste-scrap-14883292873.html,electronic-scrap,kg
Pcb Scrap,₹200/ kg,https://www.indiamart.com/new-golden-scrap/,electronic-scrap,kg
Old UPS Online Scrap,₹50/ kg,https://www.indiamart.com/sharmasalesjaipur/,electronic-scrap,kg
Processor Scrap,"₹20,000/ kg",https://www.indiamart.com/proddetail/processor-scrap-12175134762.html,electronic-scrap,kg
Car Industrial Scrap Batteries,₹95/ kg,https://www.indiamart.com/proddetail/industrial-scrap-batteries-22664210362.html,electronic-scrap,kg
Any Kind Of Scraps,₹1 lakh/ tonne,https://www.indiamart.com/iron-and-steel-ambattur/,electronic-scrap,tonne
Washing machine scraps,₹42/ kg,https://www.indiamart.com/senthilnathan-enterprise/,electronic-scrap,kg
Battery scrap Buyer In Chennai,₹90/ kg,https://www.indiamart.com/manimegalai-enterprises-chennai/,electronic-scrap,kg
Scraps,₹45/ kg,https://www.indiamart.com/bhagyalaxmi-traders-chennai/,electronic-scrap,kg
Machine Scrap,"₹1,800/ kg",https://www.indiamart.com/uwais-enterprises-chennai/,electronic-scrap,kg
Mobiles Charger Scraps,₹60/ kg,https://www.indiamart.com/malik-metal-scrap/,electronic-scrap,kg
Electronic Scrap,₹500/ kg,https://www.indiamart.com/proddetail/e-waste-scrap-2850352830048.html,electronic-scrap,kg
Electronic Scrap (E Waste ) Sale and Purchase Bulk Quantity,₹100/ kg,https://www.indiamart.com/proddetail/electronic-scrap-e-waste-sale-and-purchase-bulk-quantity-2849560587897.html,electronic-scrap,kg
Old TV Monitor Scrap,₹150/ kg,https://www.indiamart.com/proddetail/old-tv-monitor-scrap-22882903373.html,electronic-scrap,kg
"Mixed Hips Tv Scrap, For Industrial",₹45/ kg,https://www.indiamart.com/proddetail/hips-tv-scrap-18113964255.html,electronic-scrap,kg
"Gray Aluminium Zorba Scrap, For Melting",₹165/ kg,https://www.indiamart.com/proddetail/aluminium-zorba-scrap-2850439443233.html,electronic-scrap,kg
HP Scrap Printer,₹40/ kg,https://www.indiamart.com/proddetail/hp-scrap-printer-26376374397.html,electronic-scrap,kg
Electronic Scrap,₹50/ kg,https://www.indiamart.com/proddetail/electronic-scrap-22401071262.html,electronic-scrap,kg
CD DVD Clear,₹120/ kg,https://www.indiamart.com/proddetail/cd-dvd-clear-14926935630.html,electronic-scrap,kg
Electronic Circuit Scrap,₹40/ kg,https://www.indiamart.com/starbluescrap-products/,electronic-scrap,kg
Green Card Scrap,₹350/ kg,https://www.indiamart.com/proddetail/green-card-scrap-2849009951273.html,electronic-scrap,kg
Telephone Scrap,₹30/ kg,https://www.indiamart.com/proddetail/telephone-scrap-22463211673.html,electronic-scrap,kg
Scrap Charger,₹40/ kg,https://www.indiamart.com/riyatraders-delhi/,electronic-scrap,kg
Ceramic Processor Scrap,₹200/ tonne,https://www.indiamart.com/proddetail/ceramic-processor-scrap-20267495612.html,electronic-scrap,tonne
Motor Scrap,₹110/ kg,https://www.indiamart.com/proddetail/motor-scrap-23964870530.html,electronic-scrap,kg
Green PCB Electronic Card Scrap,₹220/ kg,https://www.msmetals.co.in/,electronic-scrap,kg
Green Card Scrap,₹235/ kg,https://www.indiamart.com/k-l-enterprises-faridabad/,electronic-scrap,kg
Inverter Scrap,₹60/ kg,https://www.indiamart.com/chirag-battery-services/,electronic-scrap,kg
Green Card Scrap,₹100/ kg,https://www.indiamart.com/proddetail/green-card-scrap-20374144191.html,electronic-scrap,kg
Power Transformer Scrap,₹100/ kg,https://www.indiamart.com/proddetail/power-transformer-scrap-22735712748.html,electronic-scrap,kg
Electronics Product Scraps,₹557.34/ kg,https://www.indiamart.com/proddetail/electronics-product-scraps-26395124112.html,electronic-scrap,kg
buy all type scrap,₹40/ kg,https://www.indiamart.com/babysafety/,electronic-scrap,kg
Acrylic Green Card Scrap,₹90/ kg,https://www.indiamart.com/proddetail/acrylic-green-card-scrap-2852080732533.html,electronic-scrap,kg
Light Scrap,₹21/ kg,https://www.indiamart.com/sktraders-71777821/,electronic-scrap,kg
Waste PCB Scrap,₹180/ kg,https://www.indiamart.com/proddetail/waste-pcb-scrap-23835736473.html,electronic-scrap,kg
Panel Scrap,₹70/ kg,https://www.indiamart.com/proddetail/panel-scrap-22943016512.html,electronic-scrap,kg
Machinery Scrap,₹45/ kg,https://www.indiamart.com/j-s-traders-hyderabad/,electronic-scrap,kg
Mobile Phone Scrap,₹100/ kg,https://www.indiamart.com/proddetail/mobile-phone-scrap-13937746212.html,electronic-scrap,kg
Battery Scarp Buying And Ups Scrap. Selling,₹100/ kg,https://www.indiamart.com/proddetail/battery-scarp-buying-and-ups-scrap-selling-24030698212.html,electronic-scrap,kg
E Waste Scrap,₹200/ kg,https://www.indiamart.com/akcomputers-113510427/,electronic-scrap,kg
Nokia Mobile Motherboard Scrap,"₹5,800/ kg",https://www.indiamart.com/befpn1497c1ze/,electronic-scrap,kg
Mild Steel Ahuja Amplifier Scrap,₹40/ kg,https://www.indiamart.com/proddetail/ahuja-amplifier-scrap-2851681431130.html,electronic-scrap,kg
Old Pcb,₹709/ kg,https://www.indiamart.com/mec-engineers-associates/,electronic-scrap,kg
Machine Scrap,₹38/ kg,https://www.indiamart.com/company/194846942/,electronic-scrap,kg
AC Scrap,₹80/ kg,https://www.indiamart.com/proddetail/ac-scrap-21751600233.html,electronic-scrap,kg
All in one scrap,₹199/ kg,,electronic-scrap,kg
Gudiya Scrap,₹35/ kg,https://www.indiamart.com/company/151819717/,electronic-scrap,kg
Machine Scrap,₹50/ kg,https://www.indiamart.com/rajdhani-alloys-jaipur/,electronic-scrap,kg
Electronic Items Scrap,₹50/ kg,https://www.indiamart.com/proddetail/electronic-items-scrap-23328971855.html,electronic-scrap,kg
E Waste Scrap,₹100/ kg,https://www.indiamart.com/usha-solar-power-jaipur/,electronic-scrap,kg
Electronic Scrap,₹150/ kg,https://www.indiamart.com/company/75090211/,electronic-scrap,kg
Mix Elktronik Scrap,₹100/ kg,https://www.indiamart.com/daily-news-trimurti-nagar/,electronic-scrap,kg
All Type Of Scrap,₹38/ kg,https://www.indiamart.com/tarupati/,electronic-scrap,kg
Electronic Scrap,₹300/ kg,https://www.indiamart.com/saienterprises-163608058/,electronic-scrap,kg
Ceramic Processor Scrap,₹300/ kg,https://www.indiamart.com/proddetail/ceramic-processor-scrap-20341831591.html,electronic-scrap,kg
China Mobile Board Scrap,"₹1,150/ kg",https://www.indiamart.com/ms-impex-kolkata/,electronic-scrap,kg
Led Scrap,₹220/ kg,https://www.indiamart.com/harsh-metal-kanpur/,electronic-scrap,kg
Electric Motor Scrap,₹60/ kg,https://www.indiamart.com/brindavaneximtradinggandhidham/,electronic-scrap,kg
Computer Printer Scrap,₹30/ kg,https://www.indiamart.com/proddetail/computer-printer-scrap-25318562633.html,electronic-scrap,kg
Old Electronic Scrap,₹40/ kg,https://www.indiamart.com/proddetail/old-electronic-scrap-2850389181791.html,electronic-scrap,kg
Electronic Board Scrap,₹50/ kg,https://www.indiamart.com/proddetail/electronic-board-scrap-20418174412.html,electronic-scrap,kg
"Iron Machinery Scrap, For Industrial / Foundry / Casting",₹43/ kg,https://www.indiamart.com/proddetail/iron-machinery-scrap-27123425512.html,electronic-scrap,kg
All Type Computer Scrap,"₹2,000/ kg",https://www.indiamart.com/proddetail/electrical-motor-scrap-9369380148.html,electronic-scrap,kg
Electronic Server Scrap,"₹1,200/ kg",https://www.indiamart.com/proddetail/electronic-server-scrap-27093681591.html,electronic-scrap,kg
"White UPS Scrap, Battery Type: Exide",₹500/ kg,https://www.indiamart.com/proddetail/ups-scrap-21759312397.html,electronic-scrap,kg
Electric Motors Scrap,₹400/ kg,https://www.indiamart.com/proddetail/electric-motors-scrap-2849459823912.html,electronic-scrap,kg
Telephonic Equipment Scrap,₹150/ kg,https://www.indiamart.com/world-green-ewaste-recycling-management/,electronic-scrap,kg
Green Sirkit Card Scrap,₹100/ kg,https://www.indiamart.com/s-enterprisess/,electronic-scrap,kg
Electronic Scrap Metre,"₹55,000/ tonne",https://www.indiamart.com/sevak-traders-moradabad/,electronic-scrap,tonne
Plastic Electronic Scrap,₹37/ kg,https://www.indiamart.com/proddetail/plastic-electronic-scrap-14009506797.html,electronic-scrap,kg
Electronic Scrap,₹500/ kg,https://www.indiamart.com/prakashelectricals-nagpur/,electronic-scrap,kg
E-scrap. Golden Electronic Scrap,₹40/ kg,https://www.indiamart.com/proddetail/electronic-scrap-23176576655.html,electronic-scrap,kg
Electronic Waste Scrap,₹50/ kg,https://www.indiamart.com/proddetail/electronic-waste-scrap-22912921212.html,electronic-scrap,kg
E Waste Scrap,₹150/ kg,https://www.indiamart.com/proddetail/e-waste-scrap-17268570362.html,electronic-scrap,kg
Electronic Waste Scraps,₹60/ kg,https://www.indiamart.com/proddetail/electronic-waste-scraps-21656100673.html,electronic-scrap,kg
E Waste Scrap,₹50/ kg,https://www.indiamart.com/ms-om-plastic-noida/,electronic-scrap,kg
"Stainless Steel Electronic Scrap, 25 Kg",₹24/ kg,https://www.indiamart.com/proddetail/electronic-scrap-2852157237948.html,electronic-scrap,kg
Electronic Scrap,₹100/ kg,https://www.indiamart.com/ncr-scrap/,electronic-scrap,kg
AC Drives Scrap,₹100/ kg,https://www.indiamart.com/vishal-nano-electronic-services/,electronic-scrap,kg
Tv Remote Scrap,₹38/ kg,https://www.indiamart.com/tamana-plastic-centre/,electronic-scrap,kg
Electronic Scrap,₹500/ kg,https://www.indiamart.com/d-s-supplier/,electronic-scrap,kg
Elactronics Waste,₹350/ kg,https://www.indiamart.com/gogia-enterprises-rajpura/,electronic-scrap,kg
Banks Scrap,"₹2,000/ kg",https://www.indiamart.com/sahil-traders-panipat/,electronic-scrap,kg
CD scrap,₹55/ kg,https://www.indiamart.com/sunrise-polymers-rajkot/,electronic-scrap,kg
DG Set Scrap,₹45/ kg,https://www.indiamart.com/bhanja-scrap/,electronic-scrap,kg
Mobile Charger Scrap,₹50/ kg,https://www.indiamart.com/axta-enterprises/,electronic-scrap,kg
Electronic Scrap,₹42/ kg,https://www.indiamart.com/ranchi-scrap/,electronic-scrap,kg
machine scrap,₹43/ kg,https://www.indiamart.com/company/43797251/,electronic-scrap,kg
T.V Body Scrap,₹36/ kg,https://www.indiamart.com/rahultraders-76676810/,electronic-scrap,kg
Electronic scrap,₹500/ kg,https://www.indiamart.com/ali-scrap-traders/,electronic-scrap,kg
Electronic Scrap,"₹1,800/ kg",https://www.indiamart.com/new-delhi-corporation/,electronic-scrap,kg
